state_cd,route_cd,discontinued,DC_year,new_route_cd,replacement_route,replacement_year,original_route_cd,Flag,DC_reason
68,0103,YES,2001,243,NO,,,"THIS ROUTE WAS DC AFTER 2001, BUT THE RTE PATH WAS RUN AGAIN IN 2004.  NOT SURE WHY IT WAS ORIGINALLY DC AFTER 1991 - SEE EMAIL COORESPONDENCE WITH ROUTE MAP. Survey window was Apr 20-May 10",
68,0104,NO,,,NO,,,,
68,0105,NO,,,NO,,,,
68,0106,NO,,,NO,,,,
68,0107,NO,,,NO,,,,
68,0108,NO,,,NO,,,,
68,0109,NO,,,NO,,,,
68,0110,NO,,,NO,,,,
68,0111,NO,,,NO,,,,
68,0113,NO,,,NO,,,,
68,0114,YES,1990,,NO,,,"This route was active in our system from 1985-1989.  It was run from 1985-1987 and CZ in 88 and 89.  On the route map it says new route 1985, but it does not mention if it replaced anything or why it was DC after 1989.  Need to investigate survey forms to see why it might have been DC and not replaced or why it was established in 1985 and if it replaced anything-BR Survey window was Apr 20-May 10",
68,0115,YES,2015,258,NO,,,Survey window was Apr 20-May 10,
68,0116,NO,,,NO,,,,
68,0117,NO,,,NO,,,,
68,0118,NO,,,NO,,,"Says replaced by 120 on rte map, but 120 does not say it is a replacement.  BR says, this route is still active in our system from 1987.  It was never DC in our route table, therefore it remained active.  I'm assuming 120 took over another route, but it does not say what as 120 is still active in our database as well-BR",
68,0119,YES,1988,121,NO,,,Survey window was Apr 20-May 10,
68,0120,NO,,,NO,,,,
68,0121,NO,,,YES,1988,119,,
68,0128,YES,1977,,NO,,,This route was active in our system from 1968-1976 and run all those years except 1971.  We do not have a map for this route.  Need to investigate survey forms to see why it might have been DC and if replaced or not-BR,
68,0130,NO,,,NO,,,,
68,0131,NO,,,NO,,,,
68,0132,NO,,,NO,,,,
68,0133,NO,,,NO,,,,
68,0134,NO,,,NO,,,,
68,0135,NO,,,NO,,,,
68,0201,YES,1998,250,NO,,,Survey window was May 1-20,
68,0202,YES,1984,,NO,,,"This route was active in our system from 1978 to 1983, but only run once in 1978.  The rte map does not indicate why it might have been DC, other than this is the start of all the northern experimental routes that were set up around this time frame (starting with 201).  Maybe it was just not a good route to do..need to check survey form to see what type of notes there might be about it and if it was ever replaced-BR Survey window was May 1-20",
68,0203,YES,2001,247,NO,,,Survey window was May 1-20,
68,0204,YES,1998,251,NO,,,Survey window was May 1-20,
68,0205,YES,2022,271,NO,,,Survey window was May 1-20,"Rte on Hwy, safety issues"
68,0206,YES,1991,,NO,,,"This route was active in our system from 1978-1990, but only run the one time in 1978.  I wrote in a note on the route map that says it was DC in 1988.  I don't know where I got that from.  Maybe an old survey form.  So I wrote 1991 as the DC year since it was still active in our system until 1990.  Meaning there were not run records in the database up through 1990.  This was another northern experimental route that was set up around this time frame (starting with 201).  Maybe it was just not a good route to do..need to check survey form to see what type of notes there might be about it and if it was ever replaced-BR Survey window was May 1-20",
68,0207,YES,,,NO,,,Never run.  This route has never been in our system.  It was never run or active although we have a drawn up route map for it.  You can delete this record-BR,
68,0208,NO,,,NO,,,,
68,0209,NO,,,NO,,,,
68,0210,NO,,,NO,,,,
68,0211,NO,,,NO,,,,
68,0212,YES,2019,269,NO,,,Survey window was May 1-20,rerouted public road access due to mine
68,0213,NO,,,NO,,,,
68,0214,NO,,,NO,,,,
68,0215,YES,1984,,NO,,,"This route was active in our system from 1981-1983, but only run once in 1981.  We do not have a route map for it.  Again, it was probably one of the experimental routes and got dropped.  Need to check survey form to see what type of notes there might be about it and if it was ever replaced or not-BR",
68,0216,YES,2008,217,NO,,,"This route was active in our system from 1981-2007.  It was DC in 2008.  The observer thinkign she was running 216, actually ran 217 because the route is literally, right next to it.  So it seemed natural to just reactivate 217 (as it seemed fine to the observer) and DC 216, which was not as good of a route.  That way we avoided double routes in the same degree block for future years-BR Survey window was May 1-20",
68,0217,NO,,,YES,2008,216,"Yes, it looks like this route was DC after 1983, but then it became active again in 2008 after 216 was DC at the same time and the obs accidentally ran 217 and thought it was the better of the two routes anyway - see flag notes about 216 for more info-BR",
68,0218,NO,,,NO,,,,
68,0219,YES,1990,236,NO,,,"This route was active in the system from 1981 to 1989, but only run once in 1981 by double observers.  It was the same rte path as 236, so it was DC in 1990. No overlap in 1981 btwn the two rtes. BR",
68,0220,YES,,,NO,,,Never run. My route map shows that 220 was right next to 219.  Route 220 was never run or in our system.  It can be dropped from this list-BR,
68,0221,NO,,,NO,,,,
68,0222,NO,,,NO,,,,
68,0223,NO,,,NO,,,,
68,0224,YES,1990,,NO,,,"This route was active in our system from 1981-1989, but only run in 1981.  There is no mention of it being DC or replaced on the route map.  Need to check survey form to see what type of notes there might be about it and if it was ever replaced or not-BR Survey window was May 1-20",
68,0225,YES,2000,246,NO,,,Survey window was May 1-20,
68,0226,YES,1984,,NO,,,"This route was active in our system from 1981-1983, but only run in 1981.  No indication on route map of it being DC or replaced.  Need to check survey form to see what type of notes there might be about it and if it was ever replaced or not-BR Survey Window was May 1-20",
68,0231,YES,1984,,NO,,,"This route was active in our system from 1981-1983, but only run in 1981.  No indication on route map of it being DC or replaced.  Need to check survey form to see what type of notes there might be about it and if it was ever replaced or not-BR Survey window was May 1-20",
68,0232,NO,,,NO,,,,
68,0233,NO,,,NO,,,,
68,0234,YES,1996,245/996,NO,,,"Same rte path, I guess there was a mix up.  Not much documentation on this. Survey window was May 1-20",
68,0235,NO,,,NO,,,,
68,0236,NO,,,YES,1990,219,"same route path as 219, therefore 219 was DC.  No overlap years existed during survey-BR",
68,0240,NO,,,NO,,,,
68,0241,NO,,,NO,,,,
68,0242,NO,,,YES,1996,098,"first run in 1991, but 098 wasn't DC untiil 1996",
68,0243,NO,,,YES,1991,103,"Replaced 103 in 1991, but not run until 2003.",
68,0244,NO,,,NO,,,,
68,0245,YES,1997,,YES,1996,234,"This was the same rte path as 996 to replace 234.  Some mix up back in the day. Now both 245 & 996 are DC and replaced by 247. THIS ROUTE WAS RUN FOR ONE YEAR AS 245 IN 1996 TO REPLACE ROUTE 234, THEN RUN IN FUTURE YEARS AS 996, NO DOCUMENTATION. Survey window was May 1-20",
68,0246,YES,2016,260,YES,2000,225,Survey window was May 1-20,
68,0247,NO,,,YES,2001,203,"This also replaced 245 & 996 that were both DC.  This must be in the same general area and they decided to just go with 247 to replace all routes, 203/234/245/996. 234 was replaced by 245 & 996 in 1996.-BR",
68,0248,NO,,,YES,2002,074,,
68,0249,NO,,,YES,2004,005,,
68,0250,YES,2022,272,YES,1998,201,survey window May 1-20,not passable during survey season
68,0251,NO,,,YES,1998,204,,
68,0252,NO,,,YES,1985,087,,
68,0253,NO,,,YES,2012,022,,
68,0254,NO,,,YES,2012,061,,
68,0255,NO,,,YES,2014,049,,
68,0256,NO,,,YES,2012,002,,
68,0257,NO,,,YES,2010,996,,
68,0258,NO,,,YES,2015,115,,
68,0259,NO,,,YES,2016,033,,
68,0260,YES,2022,274,YES,2016,246,Survey window was May 1-20,road never fixed and continued to stay too rough to run
68,0261,NO,,,YES,2017,041,,
68,0262,NO,,,YES,2017,026,,
68,0263,NO,,,YES,2009,048,retroactive route change,
68,0264,NO,,,YES,2017,082,,
68,0265,NO,,,YES,2018,086,,
68,0266,NO,,,YES,2018,012,,
68,0267,NO,,,YES,2018,010,,
68,0268,NO,,,YES,2019,040,,
68,0269,NO,,,YES,2019,212,,
68,0270,NO,,,YES,2021,085,,condition of rd so bad you could not get to stop 1 and hwy noise along rte path so loud you could not hear woodcock peenting
68,0271,NO,,,YES,2022,205,,"Rte on Hwy, safety issues"
68,0272,NO,,,YES,2022,250,,Not passable during survey season
68,0273,NO,,,YES,2022,004,,"safety, runs along Trans Canada Hwy"
68,0274,NO,,,YES,2022,260,,road never got fixed and continued to be too rough to run
68,0275,NO,,,YES,2022,017,,Rd conditions precluded observer from being able to conduct survey consistently from yr to yr
68,0996,YES,2010,257,YES,1997,245,This route replaced 245 in 1997 and was active till 2010 when it was DC and replaced by 257,
68,0997,NO,,,NO,,,,
68,0998,YES,1998,,NO,,,This route was active in our system from 1994-1997.  We do not have a route map for it.  Need to check survey form to see what type of notes there might be about it and if it was ever replaced or not-BR,
68,0999,YES,2000,,NO,,,This route was active in our system from 1968-1999.   We do not have a route map for it.  Need to check survey form to see what type of notes there might be about it and if it was ever replaced or not-BR,
72,0001,NO,,,NO,,,,
72,0002,YES,2009,095,NO,,,,
72,0003,NO,,,NO,,,,
72,0004,NO,,,NO,,,,
72,0005,NO,,,NO,,,,
72,0006,NO,,,NO,,,,
72,0007,NO,,,NO,,,,
72,0008,NO,,,NO,,,,
72,0009,NO,,,NO,,,,
72,0010,NO,,,NO,,,,
72,0011,YES,1981,076,NO,,,,
72,0012,NO,,,NO,,,,
72,0013,NO,,,NO,,,,
72,0014,NO,,,NO,,,,
72,0015,NO,,,NO,,,,
72,0016,YES,2014,097,NO,,,,
72,0017,NO,,,NO,,,,
72,0018,NO,,,NO,,,,
72,0019,NO,,,NO,,,,
72,0020,YES,1978,079,NO,,,,
72,0021,NO,,,NO,,,,
72,0022,NO,,,NO,,,,
72,0023,YES,2013,096,NO,,,,
72,0024,NO,,,NO,,,,
72,0025,NO,,,NO,,,,
72,0026,NO,,,NO,,,,
72,0027,NO,,,NO,,,,
72,0028,NO,,,NO,,,,
72,0029,YES,1998,086,NO,,,,
72,0030,YES,2003,087,NO,,,,
72,0031,NO,,,NO,,,,
72,0032,NO,,,NO,,,,
72,0033,NO,,,NO,,,,
72,0034,YES,2016,098,NO,,,,
72,0035,NO,,,NO,,,,
72,0036,NO,,,NO,,,,
72,0037,NO,,,NO,,,,
72,0038,NO,,,NO,,,,
72,0039,YES,1973,091,NO,,,,
72,0040,NO,,,NO,,,,
72,0041,YES,1993,084,NO,,,,
72,0042,NO,,,NO,,,,
72,0043,NO,,,NO,,,,
72,0044,YES,1991,082,NO,,,,
72,0045,NO,,,NO,,,,
72,0046,NO,,,NO,,,,
72,0047,YES,1978,,NO,,,"This route was active in our system from 1968-1977, but last run in 1971.  No mention of replacement rte # on the route map.  Need to check survey form to see what type of notes there might be about it and if it was ever replaced or not-BR",
72,0048,YES,1993,085,NO,,,,
72,0049,YES,1982,077,NO,,,,
72,0050,NO,,,NO,,,,
72,0051,YES,2006,092,NO,,,,
72,0052,YES,1991,081,NO,,,,
72,0053,NO,,,NO,,,,
72,0054,YES,1991,080,NO,,,,
72,0055,NO,,,NO,,,,
72,0056,NO,,,NO,,,,
72,0057,NO,,,NO,,,,
72,0058,YES,1991,083,NO,,,,
72,0059,NO,,,NO,,,,
72,0060,YES,1985,078,NO,,,,
72,0061,YES,2006,090,NO,,,,
72,0062,NO,,,NO,,,,
72,0063,NO,,,NO,,,,
72,0064,NO,,,NO,,,,
72,0065,NO,,,NO,,,,
72,0066,YES,2017,099,NO,,,,
72,0067,NO,,,NO,,,,
72,0068,NO,,,NO,,,,
72,0069,NO,,,NO,,,,
72,0070,NO,,,NO,,,,
72,0071,NO,,,NO,,,,
72,0072,YES,2007,093,NO,,,,
72,0073,NO,,,NO,,,,
72,0074,NO,,,NO,,,,
72,0075,YES,1982,,NO,,,John Tautin wrote on the route map that this route was dropped from the survey in 1982 with no replacement selected.,
72,0076,NO,,,YES,1976,011,,
72,0077,NO,,,YES,1982,049,,
72,0078,NO,,,YES,1985,060,,
72,0079,NO,,,YES,1978,020,,
72,0080,NO,,,YES,1991,054,,
72,0081,NO,,,YES,1991,052,,
72,0082,YES,2005,089,YES,1991,044,"This route was DC in 2005 due to unsafe pull off locations along many stops, it was replaced by 089 in 2005-BR",
72,0083,NO,,,YES,1991,058,,
72,0084,YES,1993,041,YES,1993,041,"Only run one year in 1993.  It replaced 041.  However, there are notes that indicate the following year 041 was reactivated and run until 2003 when it was deemed too hazardous to run.  Then 041 was DC and replaced with 088 in 2004-BR",
72,0085,NO,,,YES,1993,048,,
72,0086,NO,,,YES,1998,029,,
72,0087,NO,,,YES,2003,030,,
72,0088,NO,,,YES,2005,041,,
72,0089,NO,,,YES,2005,082,,
72,0090,NO,,,YES,2006,061,,
72,0091,YES,2009,094,YES,1973,039,,
72,0092,NO,,,YES,2007,051,,
72,0093,NO,,,YES,2007,072,,
72,0094,NO,,,YES,2009,092,,
72,0095,NO,,,YES,2009,002,,
72,0096,NO,,,YES,2013,023,,
72,0097,NO,,,YES,2014,016,,
72,0098,NO,,,YES,2016,034,,
72,0099,NO,,,YES,2017,066,,
75,0001,YES,,012,NO,,,,
75,0002,NO,,,NO,,,,
75,0003,NO,,,NO,,,,
75,0004,NO,,,NO,,,,
75,0005,NO,,,NO,,,,
75,0006,NO,,,NO,,,,
75,0007,YES,,013,NO,,,,
75,0008,NO,,,NO,,,,
75,0009,NO,,,NO,,,,
75,0010,NO,,,NO,,,,
75,0011,NO,,,NO,,,,
75,0012,NO,,,YES,,001,,
75,0013,NO,,,YES,,007,,
76,0011,NO,,,NO,,,QC rt#,
76,0021,NO,,,NO,,,QC rt#,
76,0032,NO,,,NO,,,Was this disc?,
76,0041,NO,,,NO,,,QC rt#,
76,0050,NO,,,NO,,,,
76,0060,NO,,,NO,,,QC rt#,
76,0070,NO,,,NO,,,"QC rt#, disc 1984?",
76,0080,NO,,,NO,,,"QC rt#, disc 1984?",
76,0090,YES,1981,,NO,,,Not clear if replaced,
76,0101,NO,,,NO,,,QC rt#,
76,0121,NO,,,NO,,,QC rt#,
76,0131,NO,,,YES,1984,0130,"QC rt#, did this replace 13? Should 13 by SGS route?",
76,0140,YES,1981,,NO,,,Not clear if replaced,
76,0151,NO,,,NO,,,"QC rt#, no data?",
76,0161,NO,,,NO,,,Was this disc?,
76,0172,YES,2012,,NO,,,"QC rt#, disc? Replaced by?",
76,0180,NO,,,NO,,,"QC rt#, disc 1984?""",
76,0190,NO,,,NO,,,"QC rt#, disc 1984?",
76,0201,NO,,,NO,,,"QC rt#, no data?",
76,0210,YES,1974,,NO,,,Not clear if replaced,
76,0220,NO,,,NO,,,"QC rt#, disc 1984?",
76,0230,NO,,,NO,,,was this discontinued?,
76,0240,NO,,,YES,2013,0241,,
76,0241,YES,2013,0240,YES,2012,0240,QC rt#,"24A was suppose to replace 24, but only did for one year in 2012. 24 is now the active route again"
76,0250,NO,,,NO,,,"QC rt#, disc 1985?",
76,0260,NO,,,NO,,,QC rt#,
76,0270,NO,,,NO,,,QC rt#,
76,0280,NO,,,NO,,,"QC rt#, no data?",
76,0290,NO,,,NO,,,QC rt#,
76,0302,NO,,,NO,,,QC rt#,
76,0310,NO,,,NO,,,,
76,0320,NO,,,NO,,,,
76,0330,YES,1987,,NO,,,Not clear if discontinued,
76,0343,NO,,,NO,,,QC rt#,
76,0350,YES,,,NO,,,"QC rt#, was disc? Replaced by?",
76,0360,NO,,,NO,,,"QC rt#, disc 1986?",
76,0370,NO,,,NO,,,"QC rt#, no data?",
76,0380,NO,,,NO,,,"QC rt#, no data?",
76,0390,YES,1990,,NO,,,"QC rt#, was disc? Replaced by?",
76,0400,NO,,,NO,,,QC rt#,
76,0410,NO,,,NO,,,QC rt#,
76,0420,NO,,,NO,,,"QC rt#, no data?",
76,0440,NO,,,NO,,,"QC rt#, no data?",
76,0450,NO,,,NO,,,"QC rt#, no data?",
76,0460,YES,1983,,NO,,,Not clear if replaced,
76,0472,NO,,,NO,,,QC rt#,
76,0480,NO,,,NO,,,,
76,0491,NO,,,NO,,,QC rt#,
76,0501,NO,,,NO,,,QC rt#,
76,0511,NO,,,NO,,,QC rt#,
76,0521,NO,,,NO,,,QC rt#,
76,0530,YES,1983,,NO,,,Not clear if repalced,
76,0540,NO,,,NO,,,"QC rt#, NO data?",
76,0550,NO,,,NO,,,"QC rt#, no data?",
76,0560,NO,,,NO,,,"QC rt#, disc 1979?",
76,0570,NO,,,NO,,,"QC rt#, no data?",
76,0580,NO,,,NO,,,"QC rt#, no data?",
76,0590,NO,,,NO,,,QC rt#,
76,0601,NO,,,NO,,,QC rt#,
76,0610,NO,,,NO,,,QC rt#,
76,0620,NO,,,NO,,,"QC rt#, no data?",
76,0630,NO,,,NO,,,"QC rt#, no data?",
76,0640,NO,,,NO,,,"QC rt#, no data?",
76,0651,NO,,,NO,,,QC rt#,
76,0660,YES,1988,,NO,,,"QC rt#, was disc? Replaced by?",
76,0670,NO,,,NO,,,"QC rt#, no data?",
76,0680,NO,,,NO,,,QC rt#,
76,0691,NO,,,NO,,,QC rt#,
76,0700,YES,2000,,NO,,,"QC rt#, was disc? Repalced by?",
76,0710,NO,,,NO,,,"QC rt#, no data?",
76,0751,NO,,,NO,,,QC rt#,
76,0780,NO,,,NO,,,QC rt#,
76,0810,NO,,,NO,,,"QC rt#, no data?",
76,0830,NO,,,NO,,,QC rt#,
76,0840,NO,,,NO,,,"QC rt#, no data?",
76,0870,NO,,,NO,,,"QC rt#, no data?",
76,0880,NO,,,NO,,,"QC rt#, no data?",
76,0891,YES,2022,0892,NO,,,QC rt#,Stops 8-10 pull off locations were unsafe
76,0892,NO,,,YES,2022,0891,,Stops 8-10 pull off locations were unsafe
76,0901,NO,,,NO,,,Was this disc?,
76,0912,NO,,,NO,,,QC rt#,
76,0921,NO,,,NO,,,QC rt#,
76,0930,YES,1993,,NO,,,"QC rt#, was disc? Replaced by?",
76,0951,NO,,,NO,,,QC rt#,
76,0960,NO,,,NO,,,"QC rt#, no data?",
76,0970,NO,,,NO,,,"QC rt#, no data?",
76,1010,NO,,,NO,,,,
76,1050,NO,,,NO,,,Not clear if disc or replaced,
76,1060,NO,,,NO,,,"QC rt#, no data?",
76,1110,NO,,,NO,,,"QC rt#, no data?",
76,1120,NO,,,NO,,,,
76,1131,NO,,,NO,,,QC rt#,
76,1170,NO,,,NO,,,"QC rt#, no data?",
76,1190,NO,,,NO,,,"QC rt#, no data?",
76,1280,YES,2010,,NO,,,Not clear if repalced,
76,1290,NO,,,NO,,,QC rt#,
76,1310,YES,1984,,NO,,,Not clear if replaced,
76,1320,NO,,,NO,,,"QC rt#, no data?",
76,1331,NO,,,NO,,,QC rt#,
76,1340,NO,,,NO,,,"QC rt#, no data?",
76,1350,NO,,,NO,,,"QC rt#, no data?",
76,1360,NO,,,NO,,,"QC rt#, no data?",
76,1370,NO,,,NO,,,"QC rt#, no data?",
76,1380,NO,,,NO,,,"QC rt#, no data?",
76,1450,NO,,,NO,,,,
76,1460,NO,,,NO,,,,
76,1470,YES,2018,1471,NO,,,,locked gate after stop 7
76,1471,NO,,,YES,2018,1470,,
76,1481,NO,,,NO,,,QC rt#,
76,1494,NO,,,NO,,,QC rt#,
76,1510,NO,,,NO,,,"QC rt#, no data?",
76,1520,NO,,,NO,,,"QC rt#, no data?",
76,1530,NO,,,NO,,,,
76,1540,NO,,,NO,,,,
76,1552,NO,,,NO,,,QC rt#,
76,1560,NO,,,NO,,,,
76,1570,NO,,,NO,,,"QC rt#, no data?",
76,1582,NO,,,YES,2014,1581,"QC rt#, was 158A part of SGS?",
76,1590,NO,,,NO,,,,
76,1600,NO,,,NO,,,"QC rt#, no data?",
76,1610,NO,,,NO,,,"QC rt#, no data?",
76,1630,NO,,,NO,,,"QC rt#, no data?",
76,1640,NO,,,NO,,,,
76,1651,NO,,,NO,,,QC rt#,
76,1680,NO,,,NO,,,QC rt#,
76,1692,YES,2002,,NO,,,"QC rt#, disc? Replaced by?",
76,1700,NO,,,NO,,,"QC rt#, no data?",
76,1710,NO,,,NO,,,QC rt#,
76,1720,NO,,,NO,,,"QC rt#, no data?",
76,1732,NO,,,YES,,1731,"QC rt#, no data? Should 173A be part of database?",
76,1740,NO,,,NO,,,"QC rt#, no data?",
76,1750,NO,,,NO,,,"QC rt#, no data?",
76,1760,NO,,,NO,,,,
76,1770,NO,,,NO,,,,
76,1781,NO,,,NO,,,QC rt#,
76,1790,NO,,,NO,,,QC rt#,
76,1800,NO,,,NO,,,"QC rt#, 1 yr of data?",
76,1810,YES,1983,,NO,,,"QC rt#, disc? Replaced by?",
76,1841,NO,,,NO,,,QC rt#,
76,1850,NO,,,NO,,,QC rt#,
76,1870,NO,,,NO,,,"QC rt#, no data?",
76,1890,YES,,,NO,,,"QC rt#, was this disc?",
76,1900,NO,,,NO,,,,
76,1910,NO,,,NO,,,QC rt#,
76,1920,NO,,,NO,,,QC rt#,
76,1930,NO,,,NO,,,"QC rt#, no data?",
76,2301,NO,,,YES,,0110,"QC rt#, replaced 11 or 230? What year?",
76,4690,NO,,,YES,,0760,"QC rt#, repl yr? was 76 part of SGS?",
76,5110,NO,,,YES,,0770,Was 77 part of SGS? If so needs to be on this list,
76,7040,YES,,,YES,,1400,Was 140 part of SGS? If so needs to be on this list,
76,7410,NO,,,YES,,1390,"QC rt#, repl year, disc 1984? Is 139 part of SGS?",
76,7991,NO,,,YES,,0150,"QC rt#, repl yr? is 150 part of SGS?",
76,9350,NO,,,YES,,1880,"QC rt#, is 188 part of SGS? Disc 1984?",
77,0001,NO,,,NO,,,,
77,0002,NO,,,NO,,,,
77,0003,NO,,,NO,,,,
77,0004,YES,2019,005,NO,,,,"too congested, traffic, lights, etc did not allow rte to be run in time window"
77,0005,NO,,,YES,2019,004,,
88,0001,NO,,,NO,,,,
88,0002,NO,,,NO,,,,
88,0003,NO,,,NO,,,,
88,0004,NO,,,NO,,,,
88,0005,YES,1996,084,NO,,,,
88,0006,NO,,,NO,,,,
88,0007,YES,2015,093,NO,,,,
88,0008,NO,,,NO,,,,
88,0009,YES,1987,,NO,,,"This route was active in our system from 1969-1986 and last run in 1981.  It was located in Prince William county near Occoquan, which is probably why it was never replaced. Too busy of an area to probably be relocated it with safe secondary roads.  Need",
88,0010,NO,,,NO,,,,
88,0011,NO,,,NO,,,,
88,0012,NO,,,NO,,,,
88,0013,YES,1987,,NO,,,"Active in our system from 1969-1987, DC after that.  I wrote on the route map that there was no replacement.  It is just outside of Fredericksburg, which is a large suburb area.  Need to check survey form to see what type of notes there might be about it",
88,0014,NO,,,NO,,,,
88,0015,NO,,,NO,,,,
88,0016,NO,,,NO,,,,
88,0017,YES,2019,094,YES,2019,,,safety
88,0018,NO,,,NO,,,,
88,0019,NO,,,NO,,,,
88,0020,NO,,,NO,,,,
88,0021,NO,,,NO,,,,
88,0022,NO,,,NO,,,,
88,0023,NO,,,NO,,,,
88,0024,NO,,,NO,,,,
88,0025,NO,,,NO,,,,
88,0026,NO,,,NO,,,,
88,0027,NO,,,NO,,,,
88,0028,NO,,,NO,,,,
88,0029,YES,2010,088,NO,,,"088 WAS ESTABLISHED IN 2002 TO REPLACE 029, BUT 029 WAS NEVER DC. TODD ENGELMEYER (state coord) EVALUATED BOTH ROUTES IN 2010 AND DETERMINED THAT 029 SHOULD BE DC. 029 DC FOR 2010, REPLACED BY 088. -KP 5/3/2010.  I also noted that there is one year of ove",
88,0030,NO,,,NO,,,,
88,0031,NO,,,NO,,,,
88,0032,YES,1985,,NO,,,"A memo in 1985 kept in the map binder indicates that this route was no longer suitable since it was in a urban area with a high crime rate.  They took a look at the topo maps and determined that the entire area within the 10 minute block was unsuitable, t",
88,0033,NO,,,NO,,,,
88,0034,NO,,,NO,,,,
88,0035,NO,,,NO,,,,
88,0036,NO,,,NO,,,,
88,0037,NO,,,NO,,,,
88,0038,YES,2003,089,NO,,,,
88,0039,NO,,,NO,,,,
88,0040,NO,,,NO,,,,
88,0041,NO,,,NO,,,,
88,0042,NO,,,NO,,,,
88,0043,NO,,,NO,,,,
88,0044,YES,1995,085,NO,,,,
88,0045,NO,,,NO,,,,
88,0046,NO,,,NO,,,,
88,0047,NO,,,NO,,,,
88,0048,YES,2001,086,NO,,,,
88,0049,NO,,,NO,,,,
88,0050,YES,1981,081,NO,,,,
88,0051,NO,,,NO,,,,
88,0052,YES,2008,091,NO,,,,
88,0053,NO,,,NO,,,,
88,0054,NO,,,NO,,,,
88,0055,NO,,,NO,,,,
88,0056,NO,,,NO,,,,
88,0057,NO,,,NO,,,,
88,0058,NO,,,NO,,,,
88,0059,NO,,,NO,,,,
88,0060,NO,,,NO,,,,
88,0061,YES,2006,090,NO,,,,
88,0062,NO,,,NO,,,,
88,0063,NO,,,NO,,,,
88,0064,NO,,,NO,,,,
88,0065,NO,,,NO,,,,
88,0066,NO,,,NO,,,,
88,0067,NO,,,NO,,,,
88,0068,NO,,,NO,,,,
88,0069,NO,,,NO,,,,
88,0070,NO,,,NO,,,,
88,0071,YES,1981,,NO,,,A note on the survey map from John Tautin indicates that this route was dropped in 1981.  The first half of the route was locted on a major highway and most of it runs through commercial areas.  It was not replaced.,
88,0072,NO,,,NO,,,,
88,0073,NO,,,NO,,,,
88,0074,NO,,,NO,,,,
88,0075,NO,,,NO,,,,
88,0076,NO,,,NO,,,,
88,0077,NO,,,NO,,,,
88,0078,NO,,,NO,,,,
88,0079,NO,,,NO,,,,
88,0080,NO,,,NO,,,,
88,0081,NO,,,YES,1981,050,,
88,0082,NO,,,NO,,,,
88,0083,YES,,,NO,,,"Never run.  It was established as a suggested replacement route for 046, but it never was run-BR.  We have a route map on file, but it is not in our system database.  It can be dropped from this list-BR",
88,0084,YES,2010,092,YES,1996,005,,
88,0085,NO,,,YES,1995,044,,
88,0086,YES,2002,087,YES,2001,048,,
88,0087,NO,,,YES,2002,086,,
88,0088,NO,,,YES,2003,029,,
88,0089,NO,,,YES,2003,038,,
88,0090,NO,,,YES,2006,061,,
88,0091,NO,,,YES,2008,052,,
88,0092,NO,,,YES,2010,084,,
88,0093,NO,,,YES,2015,007,,
89,0001,NO,,,NO,,,,
89,0002,NO,,,NO,,,,
89,0003,NO,,,NO,,,,
89,0004,NO,,,NO,,,,
89,0005,NO,,,NO,,,,
89,0006,NO,,,NO,,,,
89,0007,NO,,,NO,,,,
89,0008,NO,,,NO,,,,
89,0009,NO,,,NO,,,,
89,0010,NO,,,NO,,,,
89,0011,NO,,,NO,,,,
89,0012,NO,,,NO,,,,
89,0013,NO,,,NO,,,,
89,0014,NO,,,NO,,,,
89,0015,YES,2011,024,NO,,,,
89,0016,NO,,,NO,,,,
89,0017,NO,,,NO,,,,
89,0018,NO,,,NO,,,,
89,0019,NO,,,NO,,,,
89,0020,NO,,,NO,,,,
89,0021,NO,,,NO,,,,
89,0022,NO,,,NO,,,,
89,0023,NO,,,NO,,,,
89,0024,NO,,,YES,2011,015,,
90,0001,NO,,,NO,,,,
90,0002,NO,,,NO,,,,
90,0003,NO,,,NO,,,,
90,0004,YES,2010,071,NO,,,,
90,0005,NO,,,NO,,,,
90,0006,NO,,,NO,,,,
90,0007,NO,,,NO,,,,
90,0008,NO,,,NO,,,,
90,0009,NO,,,NO,,,,
90,0010,NO,,,NO,,,,
90,0011,NO,,,NO,,,,
90,0012,YES,,,YES,,,,
90,0013,YES,,,YES,,,,
90,0014,NO,,,NO,,,,
90,0015,NO,,,NO,,,,
90,0016,NO,,,NO,,,,
90,0017,NO,,,NO,,,,
90,0018,NO,,,NO,,,,
90,0019,NO,,,NO,,,,
90,0020,NO,,,NO,,,,
90,0021,NO,,,NO,,,,
90,0022,YES,2008,070,NO,,,,
90,0023,NO,,,NO,,,,
90,0024,NO,,,NO,,,,
90,0025,NO,,,NO,,,,
90,0026,NO,,,NO,,,,
90,0027,NO,,,NO,,,,
90,0028,NO,,,NO,,,,
90,0029,YES,1991,066,NO,,,,
90,0030,NO,,,NO,,,,
90,0031,YES,1976,063,NO,,,,
90,0032,NO,,,NO,,,,
90,0033,YES,1997,067,NO,,,,
90,0034,NO,2020,074,NO,,,,safety & traffic
90,0035,YES,1976,064,NO,,,,
90,0036,YES,2003,069,NO,,,,
90,0037,NO,,,NO,,,,
90,0038,NO,,,NO,,,,
90,0039,NO,,,NO,,,,
90,0040,NO,,,NO,,,,
90,0041,YES,,,YES,,,,
90,0042,NO,,,NO,,,,
90,0043,NO,,,NO,,,,
90,0044,NO,,,NO,,,,
